author,key
Chiaki Sakama,conf/icde/ItohASM87|journals/ngc/SakamaI88|journals/jar/SakamaI94|journals/logcom/SakamaI95|conf/iclp/InoueS93|conf/lpnmr/SakamaI93|conf/fgcs/Sakama92|conf/dood/Sakama89
Chialin Chang,journals/sigmod/ChangASS98|conf/icde/ChangMASSS97
Chian-Prong Lam,journals/mms/WuNMLG95|journals/mta/WuLMGN96
Chiang Lee,journals/tkde/HuaLH95|journals/tkde/LeeC95|journals/tkde/LeeC97|conf/icde/LeeC93|conf/dasfaa/LeeSC97|conf/dasfaa/LeeT93|conf/vldb/HuaL91|conf/vldb/HuaL90|journals/ijcis/LeeW96|journals/sigmod/LeeCL95|journals/jpdc/LeeLS93|journals/is/LeeH94|journals/is/HuaLY93|conf/iwdm/LamLS89|conf/pdis/HuaLP91
Chiao-Fe Shu,conf/spieSR/BachFGHHHJS96|conf/spieSR/SwanbergSJ93
Chiara Francalanci,conf/er/FrancalanciP94
Chidanand Apté,journals/tois/ApteDW94|conf/aaai/ApteH86
Chien Yong Low,journals/mta/ZhangLS95|conf/mm/ZhangLSZ95|conf/dl/ZhangSWLK94
Chien-Le Goh,journals/tkde/GohTN96|conf/er/GohTN98
Chien-Tsai Liu,conf/er/LiuCC94|conf/avi/LiuCC94
Chih-Chen Lin,journals/tkde/SellisLR93|conf/sigmod/SellisLR88|conf/edbt/SellisL92|journals/debu/RaschidSL89|journals/sigmod/GhoshLS88|journals/sigmod/SellisLR89|conf/dpds/RaschidSL88
Chih-Cheng Hsu,journals/tkde/HsuCT96|journals/tkde/ChuHCT98|journals/cacm/ChuCHY96
Chih-Chin Liu,conf/icde/LiuHC99
Chih-Hung Wei,conf/icde/KuoWL99
Chih-Ping Wei,conf/icde/ShengW92
Chih-Yuan Cheng,conf/icde/OyangLWC95
Chihping Wang,journals/tkde/WangC96|conf/icde/WangLC91
Chii-Ren Young,conf/iwdm/SmithABCKSY89
Chilukuri K. Mohan,journals/tkde/GangulyMR94
Chim-fu Yeung,journals/sigmod/YeungHL94
Chin Soon Lee,conf/popl/LeeJB01
Chin Y. Chee,journals/ijcis/ArensCHK93
Chin-Chen Chang,journals/tse/YuCTBL85
Chin-Chen Chang 0001,journals/tkde/ChenLCL97|conf/icde/ChangS86|conf/sigmod/ChangLD80|conf/dasfaa/LiangC93|conf/dasfaa/ChangL89a|conf/ssdbm/ChangC88|conf/vldb/FangLC86|journals/bit/ChangC87|journals/bit/Chang88|journals/ipm/ChangW92|journals/tse/ChangLD82|journals/tse/ChangDL84|journals/is/ChenC92|journals/cj/ChangCC92|conf/fodo/Chang85|conf/fodo/ChangL85|conf/fodo/ChangS85a
Chin-Heng Hong,conf/icde/StonebrakerHH87
Chin-Hwa Lee,journals/tc/Lee80
Chin-Laung Lei,conf/lics/EmersonL86
Chin-Liang Chang,journals/ai/ChangS71|journals/jacm/Chang70|journals/tse/ShuLTC82|conf/eds/ChangW84|conf/adbt/Chang79|conf/adbt/Chang77
Chin-Wan Chung,journals/tkde/ChungM93|journals/csur/ThomasTCBCTFH90|conf/sigmod/LeeKC99|conf/dasfaa/ParkLLC99|journals/cacm/Chung90|conf/icmcs/ChaC96
Ching Y. Suen,journals/tkde/TangYS94|journals/tkde/TangMXMS97|conf/aaai/GrossnerPCRS93
Ching-Chao Liu,conf/icde/LiuM86|conf/srds/LiuM83
Ching-Chi Hsu,conf/ijcai/HsuWW87
Ching-Chih Han,journals/tc/HanLH96
Ching-Hong Leung,conf/er/LeungCYN98
Ching-Huei Wang,journals/aim/SrihariWPH87
Ching-Liang Huang,conf/icde/HuangL87|conf/icde/HuangL88|conf/icdcs/HuangL90
Ching-Ming Chao,conf/er/ChaoK91
Ching-Shyan Wu,conf/fgcs/WuH88
Ching-Tien Ho,conf/icde/ZakiHA99|conf/sigmod/HoAMS97|conf/pods/HoBA97|journals/tc/HoBA98|journals/tc/JohnssonH89
Ching-Wei Yeh,conf/dac/YehCL91
Ching-Yi Wang,conf/srds/WangS87
Chinmoy Tripathy,conf/icde/HuaT94
Chinya V. Ravishankar,journals/tkde/NgR97|journals/tkde/LoR98|conf/cikm/NgR95|conf/icde/LoR96|conf/icde/NgR95|conf/sigmod/LoR96|conf/sigmod/LoCRY93|conf/sigmod/LoR94|conf/ssdbm/NgR94|conf/comad/NgR94|conf/ssd/LoR95
Chinying Chaou,conf/edbt/HanQC88
Chionh Wei Peng,conf/adbis/PengH99
Chip Cleary,conf/ht/ClearyB96
Chiradeep Vittal,journals/mms/OzsuSEV95
Chitta Baral,journals/tkde/BaralKM91|conf/icde/BaralGS98|conf/coopis/TrajcevskiBL00|journals/jlp/BaralGP97|journals/jlp/BaralG94|journals/mta/BaralGS98|journals/jar/BaralS93|journals/jar/BaralS92|conf/slp/BaralS97|conf/ismis/BaralLM91|conf/lid/BaralL96|conf/lpnmr/BaralS91|conf/aaai/Baral94|conf/cade/BaralLM90|conf/ijcai/BaralL97|conf/dood/BaralLT97
Chittoor V. Ramamoorthy,journals/jacm/RamamoorthyC70|journals/iandc/ChandyR68
Chiu Tsang,conf/vldb/GhandeharizadehHJCELLTZ93
Cho Fong To,conf/icde/ToCY86
Chong K. Liew,journals/tods/LiewCL85
Chong Leng Goh,conf/sigmod/BressanGOT00
Chong-Mok Park,journals/is/ChoPWS96
Chong-Wei Xu,conf/icdcs/NiXG85
Chor Sang Kwok,conf/iclp/KwokS88
Chris Buckley,journals/ipm/SinghalSMB96|journals/ipm/SaltonB88|journals/tois/FuhrB91|journals/cacm/SaltonAB94|journals/cacm/SaltonB88|conf/trec/BuckleySA92|conf/trec/BuckleyMWC97|conf/sigir/FuhrB90|conf/sigir/BuckleyL85|conf/sigir/SaltonBY82|conf/sigir/BuckleySA94|conf/sigir/SinghalBM96|conf/sigir/SaltonAB93|conf/ht/SaltonSBM96
Chris C. de Vreeze,conf/dbpl/BalstersV91
Chris Carnes,conf/icde/HansonCHKNPPV99
Chris Clifton,journals/vldb/CliftonGB95|conf/icde/BarbaraCDGJKMTW93|conf/sigmod/TsurUACMNR98|conf/sigmod/LiC95|conf/vldb/CliftonG90|conf/vldb/LiC94|conf/dexa/BarbaraC93|conf/ride/LiC93
Chris D. Clack,conf/fpca/ClackJ85
Chris D. Marlin,conf/dbpl/AlbanoDGMMOS89|conf/pos/KochSDVMFB90
Chris D. Paice,conf/sigir/Paice94
Chris D. Rowles,journals/tkde/LiuRW95
Chris F. Kemerer,journals/computer/FichmanK92|journals/tse/ChidamberK94
Chris G. Demetriou,conf/compcon/GibsonSCCDGHMNPSYZ95
Chris H. Perleberg,conf/cpm/Baeza-YatesP92
Chris H. Q. Ding,conf/sigir/Ding99
Chris Horn,conf/ecoop/Horn87
Chris J. Barter,conf/pos/KochSDVMFB90
Chris J. Cheney,journals/cacm/Cheney70
Chris J. Hinde,journals/ijmms/Hinde86
Chris J. Scheiman,conf/spaa/AlexandrovISS95
Chris Jacobson,journals/ijmms/JacobsonF88
Chris Jermaine,conf/vldb/JermaineDO99
Chris Larson,journals/jiis/ChuYCMCL96
Chris M. Gravina,journals/ibmsj/Gravina78
Chris Mellish,journals/jlp/Mellish85|conf/iclp/Mellish86
Chris Moss,conf/pdk/Moss91|conf/iclp/Moss86
Chris Nyberg,journals/vldb/NybergBCGL95|conf/sigmod/NybergBCGL94|conf/compcon/GrayN94
Chris Olston,conf/sigmod/OlstonWACELSS98|conf/sigmod/AvnurHLORRRW98|conf/vldb/OlstonW00|journals/computer/HellersteinACHORRH99|conf/stoc/FederMPOW00
Chris Pound,conf/vldb/Pound99
Chris Preist,conf/fgcs/PreistE92
Chris Ruemmler,journals/computer/RuemmlerW94|conf/usenix/RuemmlerW93
Chris S. Wallace,journals/ml/WallaceP93
Chris Schmandt,conf/usenix/AngebranndtHLSS91
Chris Tomlinson,journals/csur/DanforthT88
Chris Tuijn,conf/icdt/TuijnG92|conf/fmldo/TuijnGP91
Chris Volinsky,conf/kdd/DuMouchelVJCP99
Chris Warack,conf/er/JanakiramanWBT91
Chris Whitney,conf/icde/DuSW96
Christelle Urtado,conf/adbis/UrtadoO96
Christer Hulten,conf/vldb/HultenS77|journals/debu/AhlsenBH85|journals/debu/BjornerstedtH84|journals/tois/AhlsenBBHS84
Christiaan Thieme,journals/is/ThiemeS95|conf/caise/ThiemeS93|conf/caise/ThiemeS94
Christian A. Wieland,conf/er/Wieland90|conf/btw/MartiWW89
Christian Bader,journals/is/RoussopoulosB85
Christian Braun 0003,conf/cia/StaabBBDHKNPPSSUW99
Christian Breiteneder,conf/icde/GibbsBT93|conf/er/BreitenederGT92|conf/er/BreitenederM90|conf/sigmod/GibbsBT94|journals/dke/BreitenederM95
Christian Böhm,conf/sigmod/BerchtoldBBKK97|conf/sigmod/BerchtoldBK98|conf/pods/BerchtoldBKK97|conf/icdt/BerchtoldBKK01|conf/edbt/BohmK00|conf/edbt/BerchtoldBK98|conf/icde/BerchtoldBJKS00
Christian Esculier,conf/er/EsculierG79|conf/vldb/Esculier90|conf/vldb/BihanELLGST80|conf/ddb/LitwinBEFGCKMRS82|conf/ddb/BihanELT80|conf/ds/Esculier88
Christian Euzet,conf/vldb/AdibaCE78
Christian Fahrner,journals/dke/FahrnerV95|conf/dood/FahrnerV95
Christian Ferdinand,conf/emsoft/FerdinandHLMSTTW01
Christian Fiegel,conf/sigmod/WattezCBFF00
Christian Freksa,journals/ai/Freksa92|conf/gis/Freksa92
Christian Gierlinger,conf/er/KappelPPRRWG94
Christian Halstrick,conf/mm/DelgrossiHHHKSV93
Christian Herrmann,journals/iandc/Herrmann95
Christian Hidber,conf/sigmod/Hidber99|journals/computer/HellersteinACHORRH99
Christian Huemer,conf/er/EllmerHMP95
Christian Icking,conf/wg/IckingKO87
Christian J. Callsen,conf/ppopp/AghaC93
Christian Kalus,conf/icde/KalusD95|conf/vldb/KalusD95
Christian Kortenbreer,conf/icde/BennKSW92|conf/btw/BennKW91
Christian Körner,conf/ds/HohensteinK95
Christian Laasch,conf/icde/LaaschS93|conf/dbpl/LaaschS93|conf/fmldo/SchollLT90|conf/iski/LaaschS92|conf/dood/SchollLT91
Christian Neuss,conf/cikm/KentN
Christian Och,conf/adbis/KingNOOV97|conf/ngits/KingNOV97
Christian Plaunt,conf/sigir/HearstP93
Christian Prehofer,conf/popl/NipkowP93
Christian Queinnec,conf/popl/LangQP92
Christian Rauber,conf/dl/RauberRP97
Christian Rich,conf/icde/TeeuwRSB93|conf/btw/RichS93|conf/cismod/RichRS93
Christian Richard,conf/sigmod/RollandR82|conf/vldb/RollandLR79
Christian S. Jensen,journals/sigmod/TsotrasJS98|journals/sigmod/FrankGGJKLMNPSSSTW99|journals/dr/Jensen99a|journals/dr/Jensen99|journals/dr/Jensen99b|journals/dr/Jensen00|journals/tkde/JensenS94|journals/tkde/JensenM92|journals/tkde/JensenSS96|journals/tkde/JensenMR91|journals/tkde/TorpMJ98|journals/tods/CliffordDIJS97|journals/vldb/JensenMRS93|journals/vldb/TorpJS00|conf/icde/BliujuteSSJ99|conf/icde/PedersenJ99|conf/icde/BohlenBJ98|conf/icde/JensenS92|conf/icde/JensenSS93|conf/icde/SooSJ94|conf/er/GregersenJ99|conf/er/JensenS95|conf/sigmod/SaltenisJLL00|conf/dasfaa/TorpJB97|conf/coopis/SkytJ00|conf/ssdbm/PedersenJ98|conf/vldb/PedersenJD99|conf/vldb/BliujuteJSS98|conf/vldb/DyresonBJ99|journals/geoinformatica/TryfonaJ99|journals/sigmod/JensenCEGHJ94|journals/sigmod/SnodgrassAABCDEGJKKKLLRSSS94|journals/sigmod/JensenCGSS92|journals/sigmod/SnodgrassAABCDEGJKKKLLRSSS94a|journals/tkde/GregersenJ99|journals/is/JensenS96|journals/is/JensenSS94|conf/dagstuhl/JensenDBCEGGHJKKLMMNPPRSSSSSTTW97|conf/dagstuhl/SnodgrassBJS97|conf/tdb/BohlenJS95|conf/ssd/PfoserJ99|conf/ssdbm/PfoserJ99
Christian Schlepphorst,conf/icde/FrohnHKLS97|journals/is/LudascherHLMS98|conf/btw/FrohnHKLS97|conf/dood/HimmeroderLLS97
Christian Segor,conf/er/GaedkeBGS98
Christian Soutou,conf/er/Soutou98|conf/er/SoutouVPM98|conf/er/Soutou96|journals/dke/Soutou98|conf/dexa/Soutou95
Christian Stary,conf/icde/Stary93
Christian Süß,conf/er/SussF99
Christian T. Ramiller,conf/vldb/MuntzR94
Christian W. Omlin,journals/tkde/OmlinG96|journals/jacm/OmlinG96
Christian Wagner 0001,journals/tkde/GoldsteinW97
Christian Wiesner,conf/vldb/KemperKW99
Christian Wöhrle,conf/dood/LautemannEW97
Christiane Floyd,conf/esec/FloydRS89|conf/cris/Floyd86
Christie I. Ezeife,journals/dpd/EzeifeB95
Christina D. Klinger,journals/aim/SenatorGWCKKLMW95
Christina Davies,conf/tdb/DaviesLHC95
Christine A. Montgomery,conf/vldb/MontgomeryR81
Christine Bonhomme,conf/gis/BonhommeTAL99
Christine Braun,journals/tosem/OstertagHDB92
Christine Choppy,conf/rta/ChoppyJ85
Christine Collet,conf/icde/ColletCFR97|conf/sigmod/ColletC95|conf/dasfaa/MachadoC97|conf/vldb/AdibaC88|conf/vldb/ColletCS94|journals/computer/ColletHS91|conf/dexa/ColletC96|conf/rules/CoupayeC95|conf/artdb/ColletM95
Christine Delcourt,conf/ecoop/DelcourtZ91
Christine Froidevaux,journals/tcs/BidoitF91|journals/iandc/BidoitF91|conf/lics/BidoitF87|conf/ecai/BidoitF88
Christine H. Flood,journals/jfp/HartelFAABBCFGGHHIJKLLLLRSTTTWWW96
Christine H. Hong,conf/dpds/PuHW88
Christine Hofmeister,conf/icde/HofmeisterNS95
Christine L. Borgman,journals/jasis/Borgman96
Christine Neuwirth,conf/cscw/NeuwirthKCM90
Christine Parent,journals/tkde/SpaccapietraP94|journals/cacm/ParentS98|journals/vldb/SpaccapietraPD92|conf/icde/ParentS84|conf/er/YePS94|conf/er/ParentRYS89|journals/debu/SpaccapietraDLP82|journals/sigmod/SpaccapietraP91|journals/tse/ParentS85|conf/cikm/SpaccapietraPZ98|conf/nf2/ParentS87|conf/ddss/SpaccapietraDLPCB81|conf/ds/ParentS85|conf/daisd/YePS94|conf/infocom/SpaccapietraDP83
Christine Reck,conf/cia/ReckK97
Christine Rizkallah,conf/cav/AlkassarBMR11
Christine Rüb,journals/ipl/HagerupR90
Christine Stangret,conf/vldb/FerrierS82|conf/ddb/LitwinBEFGCKMRS82
Christine Tomlinson,journals/debu/TomlinsonACMSSW93|conf/sigmod/WoelkBJOTU95|conf/sigmod/SinghTW94|conf/sigmod/WoelkACMSST93|conf/dasfaa/OngATUW95|conf/dasfaa/SinghMTA95|journals/dpd/SinghCHJKOSTW97|conf/compcon/WoelkT95|conf/comad/SinghT94|conf/pdis/WoelkCHST93
Christine W. Chan,conf/icde/ChanJT91
Christino Tamon,journals/jcss/BshoutyCGKT96
Christof Hasse,journals/vldb/WeikumH93|conf/icde/MuthRWBH93|conf/sigmod/MoenkebergZHW93|conf/pods/WeikumHBM90|conf/vldb/HasseW91|journals/is/WeikumHMZ94|conf/pdis/WeikumHMZ93
Christof Mainberger,conf/dood/GlucheGMS97
Christof Peltason,journals/sigart/Peltason91|conf/iski/NebelP90
Christoph Baumgarten,conf/sigir/Baumgarten97
Christoph Beierle,journals/tkde/BeierlePS93|journals/ai/BeierleHPSS92|conf/csl/BeierleDPRSS88
Christoph Bussler,conf/icde/Bussler99|conf/pdis/SchusterJKB94|conf/edbt/Bussler00|conf/caise/KiepuszewskiHB00|conf/coopis/SchusterJHB96|conf/ride/BusslerJ94
Christoph F. Eick,journals/tkde/EickW93|conf/icde/Eick84|conf/sigmod/EickL85|conf/dasfaa/CzejdoET91|conf/vldb/Eick91|journals/dke/EickR91|conf/ismis/Eick91|conf/ieaaie/EickKK88
Christoph Hofmann,conf/ecoop/BreuHHKPRT97
Christoph Hornung,conf/vldb/NeumannH82
Christoph Hübel,conf/sigmod/GesmannGHHKMS92|journals/ife/HarderHLM87|journals/dke/HarderHMM88|conf/conpar/HarderHM86|conf/ride/HubelMGGKSH92
Christoph Hüser,journals/epodd/AbererBH93
Christoph Kilger,journals/tkde/KemperKM94|conf/sigmod/KemperKM91|conf/vldb/KilgerM94|journals/gidr/BrunsKKMWZ92|conf/fodo/GerlhofKKM93
Christoph Klauck,conf/spieSR/HermesKKZ95
Christoph M. Hoffmann,journals/jacm/HoffmannO82
Christoph Quix,conf/er/JeusfeldQJ98|conf/sigmod/JarkeQCLFLVV00|conf/sigmod/JarkeQBLMS99|conf/ssdbm/GebhardtJJQS98|journals/is/JarkeJQV99|conf/caise/JarkeJQV98
Christoph Scheurich,journals/computer/DuboisSB88
Christoph Schlieder,conf/cosit/Schlieder95
Christoph Schlueter,journals/internet/SchlueterS97
Christoph Walther,journals/ai/Walther85|journals/jacm/Walther88
Christophe Bobineau,conf/vldb/ChristopheBPV00
Christophe Damier,conf/sigir/DamierD88
Christophe Dony,conf/oopsla/Dony90
Christophe Lécluse,conf/icde/SpyratosL87|conf/sigmod/LecluseRV88|conf/pods/LecluseR89|conf/mfdbs/Lecluse91|conf/icdt/LecluseR88|conf/dbpl/LecluseRV87|conf/dbpl/LecluseR89|conf/dbpl/AtkinsonLPR91|conf/edbt/LecluseRV88|conf/vldb/LecluseS88|conf/vldb/LecluseR89|journals/dke/CluetDLR90|conf/pos/BenzakenLR92|conf/oodbs/BancilhonBBDGLPRV88|conf/dood/CluetDLR89
Christophe Rigotti,conf/dolap/BoulicautMR99
Christophe Tollu,conf/icdt/GrumbachT92|journals/tcs/GrumbachT95|conf/lcc/GrumbachST94|conf/lics/FayolleGT93
Christophe de Maindreville,conf/icde/CheineyM89|conf/icde/KiernanM91|conf/icde/MaindrevilleS88|conf/sigmod/GardarinM86|conf/sigmod/KiernanMS90|conf/dasfaa/CheineyKM93|conf/icdt/SimonM88|conf/vldb/SimonKM92|conf/vldb/CheineyM90|conf/vldb/MaindrevilleS88|journals/sigmod/KiernanMS89|conf/iwdm/CheineyM89|conf/db-workshops/GardarinMS85
Christopher A. Marsh,conf/ieaaie/Marsh88
Christopher Ahlberg,conf/chi/AhlbergWS92
Christopher B. Walton,conf/vldb/WaltonDJ91
Christopher B. Wilson,journals/siamcomp/BookWM82
Christopher C. Owens,conf/ds/SchankO86
Christopher Dean,conf/kdd/StolorzD96
Christopher Earnest,conf/ds/Earnest75
Christopher F. Herot,journals/tods/Herot80|conf/vldb/WilsonH80|journals/computer/BrownCHKS85|conf/vldb/Herot79
Christopher G. Spell,journals/computer/VetterSW94
Christopher H. Brooks,conf/sigecom/BrooksFDMKD99|conf/sigecom/BrooksDD00
Christopher Hammel,conf/ssdbm/MilaskGHKM97
Christopher J. C. H. Watkins,journals/ml/WatkinsD92
Christopher J. Dede,journals/ijmms/Dede86
Christopher J. Fox,journals/cacm/FrakesF95
Christopher J. Hogger,journals/jacm/Hogger81
Christopher J. Matheus,journals/tkde/MatheusCP93|journals/aim/FrawleyPM92|journals/aim/Piatetsky-ShapiroMSU94|conf/kdd/Piatetsky-ShapiroM94
Christopher J. Rawlings,conf/iclp/RawlingsTNFS86
Christopher J. Van Wyk,journals/siamcomp/TarjanW88
Christopher L. Elford,conf/ics/HuberCEBR95
Christopher L. Reeve,journals/tods/RothnieBFGHLRSW80|journals/tods/BernsteinGWRR81
Christopher Lynch,journals/iandc/BachmairGLS95|conf/cade/BachmairGLS92
Christopher M. Aycock,conf/asplos/ChenNCARL96
Christopher Mills,journals/spe/MillsAF91
Christopher N. G. Dampney,conf/er/Dampney87|conf/er/BradyD86|conf/icdt/VidyasankarD88|conf/amast/JohnsonD93|conf/sigmod/Dampney83|conf/future/MaciaszekDG92
Christopher P. Firth,journals/tkde/WangSF95
Christopher P. Wadsworth,conf/popl/GordonMMNW78
Christopher R. Looseley,journals/ibmsj/ChengLSW84
Christopher R. Palmer,conf/sigmod/PalmerF00|journals/tapos/BrownCDRT98
Christopher Reedy,journals/sigmod/BurnsFJKMRRRT86
Christopher Small,conf/osdi/SeltzerESS96
Christopher T. Haynes,journals/jlp/Haynes87
Christopher Tong,journals/computer/BrownTF83
Christopher Tresp,conf/ercimdl/BecksST98
Christopher V. Malley,conf/eds/MalleyZ86
Christopher W. Fraser,journals/toplas/FraserM87
Christopher W. Hield,conf/sigmod/WoynaCHS93
Christopher Williamson,conf/chi/AhlbergWS92|conf/sigir/WilliamsonS92
Christopher Wood,journals/tods/LangWF77|conf/vldb/WoodF79|journals/ibmrd/FernandezLW78|journals/is/WoodSF79
Christos A. Polyzois,journals/tods/PolyzoisG94|journals/tods/KingHGP91|conf/sigmod/PolyzoisG92|conf/vldb/Garcia-MolinaPH90|conf/vldb/PolyzoisBD93|conf/compcon/Garcia-MolinaP90
Christos D. Zaroliagis,conf/icalp/ChaudhuriZ95|conf/stacs/DjidjevPZ95|conf/oodbs/ZaroliagisSGC86
Christos Faloutsos,journals/debu/AryaCFRT93|journals/debu/BarbaraDFHHIJJNPRS97|journals/debu/Faloutsos95|journals/debu/FaloutsosK93|journals/tkde/KornSFSP98|journals/tkde/LinF92|journals/tkde/KumarTF98|journals/tkde/FaloutsosJM97|journals/tkde/PetrakisF97|journals/csur/Faloutsos85|journals/tods/FaloutsosC87|journals/vldb/LinJF94|journals/vldb/KornLKF00|conf/icde/YiJF98|conf/icde/ProiettiF99|conf/icde/AryaCFRT94|conf/icde/FaloutsosR91|conf/sigmod/FaloutsosRM94|conf/sigmod/FaloutsosL95|conf/sigmod/Faloutsos86|conf/sigmod/KamelF92|conf/sigmod/FaloutsosSR87|conf/sigmod/RiedelFGN00|conf/sigmod/NgFS91|conf/sigmod/KornJF97|conf/sigmod/Faloutsos85|conf/sigmod/AgrawalCFGHIIMMSS94|conf/sigmod/PalmerF00|conf/sigmod/FaloutsosSTT00|conf/pods/FaloutsosR89|conf/pods/FaloutsosK94|conf/pods/FaloutsosM89|conf/edbt/FaloutsosJ92|conf/edbt/PanagopoulosF94|conf/edbt/TrainaTSF00|conf/edbt/KoudasFK96|conf/vldb/FaloutsosJ92|conf/vldb/KornLKF98|conf/vldb/IshikawaSF98|conf/vldb/FaloutsosG96|conf/vldb/TsichritzisCEFLLVW83|conf/vldb/FaloutsosC88|conf/vldb/SellisRF87|conf/vldb/FaloutsosMS96|conf/vldb/KornSFSP96|conf/vldb/BelussiF95|conf/vldb/RiedelGF98|conf/vldb/FaloutsosJS97|conf/vldb/FaloutsosNS91|conf/vldb/KamelF94|conf/vldb/FaloutsosC85|journals/debu/Faloutsos90|journals/jiis/FaloutsosBFHNPE94|journals/computer/ChristodoulakisF86|journals/tc/FaloutsosNS95|journals/tc/FaloutsosM91|journals/tois/FaloutsosC84|journals/tois/FaloutsosC87|journals/tse/RoussopoulosMSF91|journals/tse/RoussopoulosFS88|journals/tse/ChristodoulakisF84|journals/tse/Faloutsos88|journals/dke/SellisRMF88|journals/is/FaloutsosR89|conf/cikm/ProviettiF98|conf/cikm/KamelF93|conf/icde/TrainaTF00|conf/tdb/KumarTF95|conf/spieSR/NiblackBEFGPYFT93|conf/spieSR/KoblaDLF97|conf/pdis/FaloutsosB93|conf/fodo/AgrawalFS93|conf/vldb/SellisRF97
Christos Glymidakis,conf/sigir/EfraimidisGMST95
Christos H. Papadimitriou,journals/tods/PapadimitriouK84|conf/sigmod/Papadimitriou81|conf/sigmod/KungP79|conf/pods/AfratiPPRSU86|conf/pods/CasanovaFP82|conf/pods/KanellakisP82|conf/pods/KleinbergPR00|conf/pods/KolaitisP88|conf/pods/Papadimitriou95|conf/pods/PapadimitriouRTV98|conf/pods/HellersteinKP97|conf/pods/AfratiP87|conf/pods/PapadimitriouY92|conf/pods/PapadimitriouK82|conf/pods/PapadimitriouY85|conf/pods/Cosmadakis83a|conf/pods/HadzilacosP85|conf/pods/PapadimitriouY97|conf/pods/PapadimitriouSV96|conf/icdt/PapadimitriouS92|journals/ipl/KolliasMP90|journals/ipl/JohnsonP88|journals/datamine/KleinbergPR98|journals/acta/KungP83|journals/jcss/YannakakisP82|journals/jcss/KolaitisP91|journals/jcss/PapadimitriouY96|journals/jcss/AfratiPPRSU89|journals/jcss/CasanovaFP84|journals/jcss/KanellakisP84|journals/jcss/HadzilacosP86|journals/jcss/PapadimitriouY84|journals/jacm/Papadimitriou81|journals/jacm/TsitsiklisPH86|journals/jacm/Papadimitriou85|journals/jacm/KolaitisP90|journals/jacm/CosmadakisP84|journals/jacm/ArkinPY91|journals/jacm/AfratiP93|journals/jacm/Papadimitriou79b|journals/jacm/Papadimitriou82|journals/jacm/Papadimitriou84|journals/tse/BernsteinRGP78|journals/iandc/PapadimitriouY86|journals/jal/LipskiP81b|journals/siamcomp/PapadimitriouU87|journals/siamcomp/Papadimitriou83|conf/lics/AbiteboulPV94|conf/focs/Papadimitriou91|conf/focs/BussPT90|conf/focs/YannakakisPK79|conf/focs/YannakakisP80|conf/focs/KanellakisP81|conf/icmcs/PapadimitriouRR94|conf/stoc/DahlhausJPSY92|conf/stoc/PapadimitriouY88b|conf/stoc/PapadimitriouY94|conf/stoc/PapadimitriouY82|conf/stoc/PapadimitriouS76|conf/stoc/PapadimitriouY88a
Christos Makris,conf/gis/DelisMS99
Christos Nikolaou,conf/pdis/FergusonGND93|conf/icdcs/FergusonYN88
Chrysanthos Dellarocas,journals/debu/BernsteinDMQ95|journals/sigmod/BernsteinDK99|journals/cscw/KleinD00
Chu P. Wang,journals/ibmrd/WangW75
Chuan Yi Tang,journals/is/TangFL85
Chuan Zhang 0010,conf/dasfaa/ZhangY99
Chuan-Heng Ang,journals/ipl/AngT95|conf/adc/AngT94|conf/ssd/AngT97
Chuan-lin Wu,journals/tkde/BagherzadehHW91|journals/tc/WuF81
Chuang Lin,journals/tkde/LinCWM93
Chuck Thier,conf/icde/AslandoganTYLN95|conf/sigir/AslandoganTYZR97
Chuck Williams,conf/aaai/BalzerELW80
Chueh-Wei Chang,conf/cikm/ChangLL95
Chuen-Sing Yeung,conf/sigmod/GadiaY88
Chul E. Kim,journals/jacm/IbarraK75
Chumki Basu,conf/ride/ChenSPBB01|journals/cacm/HirshBD00
Chun Hung Cheng,conf/kdd/ChengFZ99
Chun Xu,journals/vldb/HansonCDERTX98
Chun Zhang,conf/vldb/ShanmugasundaramGTZDN99
Chun-Hung Wen,conf/icde/OyangLWC95
Chun-Hyon Chang,conf/dasfaa/SonC89|journals/tc/ShaRSC91
Chun-Nan Hsu,journals/ijcis/ArensCHK93
Chun-Shun Chang,conf/er/WuC98
Chun-Wu Roger Leng,journals/tods/LengL92|conf/icde/LeeL90a|journals/tois/LeeL89
Chung J. Liew,journals/tods/LiewCL85
Chung Keung Poon,conf/icdt/Poon01
Chung Le Viet,conf/icde/VietYJB86
Chung T. Kwok,conf/aaai/KwokW96
Chung-C. Chang,journals/ibmsj/SockutBC97
Chung-Dak Shum,conf/vldb/ShumM88|journals/sigmod/KarlapalemLS95|conf/eds/ShumM88
Chung-Hong Lee,conf/widm/LeeY99
Chung-Kuan Cheng,conf/dac/YehCL91
Chung-Min Chen,journals/debu/RoussopoulosCKDP95|conf/icde/ChenS99|conf/dolap/ChenCY99|conf/sigmod/ChenR94|conf/sigmod/ChenCPPSTM00|conf/icdt/SinhaBC01|conf/ride/ChenSPBB01|conf/edbt/ChenR94a|conf/edbt/BhatiaSC00|conf/vldb/ChenR93a|conf/icde/BhatiaSC00
Chung-Sheng Li,conf/icde/LiYC96|conf/sigmod/ChangBCLLS00|conf/pods/SmithLCJ98
Chung-Shu Yang,journals/cacm/SaltonWY75|journals/is/ClaybrookY78|journals/is/Yang78|journals/is/Yang77|conf/ifip/SaltonYY74
Chutimet Srinilta,conf/icmcs/JadavSCB95
Chye-Lin Chee,journals/tkde/CheeLTR98
