author,key
Klaus Süllow,journals/epodd/SullowGOPR93
Klaus Turowski,conf/efdbs/GaedkeT99
Klaus U. Schulz,conf/icdt/MeussSB01
Klaus Voss,journals/tse/Voss80
Klaus W. Wagner,journals/tcs/Wagner86|journals/siamcomp/Wagner90
Klaus Weidenhaupt 0002,conf/er/JarkeLW99
Klaus Zimmerman,conf/vldb/Zimmerman75
Klaus-Dieter Kreplin,conf/edbt/EllinghausHHK88
Klaus-Dieter Krägeloh,journals/is/KraegelohL75
Klaus-Dieter Schewe,conf/er/LewerenzST99|conf/er/Schewe97|conf/er/ScheweS96|conf/er/FeyerST98|conf/icdt/ScheweSW92|conf/adbis/Schewe99|journals/actaC/ScheweT93|journals/ife/ScheweST95|journals/kais/ScheweS00|journals/dke/Schewe98|conf/fmldo/Schewe96|conf/fmldo/ScheweTSW92|conf/fmldo/ScheweT96|conf/ride/ScheweT94
Klaus-Peter Löhr,journals/cacm/Lohr93
Klaus-Uwe Höffgen,conf/fct/FischerHLL93|conf/colt/Hoffgen93
Klemens Böhm,journals/debu/VolzAB96|journals/vldb/BohmAnY97|conf/icde/VolzAB96|conf/icde/RohmB99|conf/sigmod/BohmA96|conf/ride/GrabsBS01|conf/edbt/WeberB00|conf/edbt/RohmBS00|journals/mta/BohmAK99|journals/sigmod/BohmR94|journals/epodd/AbererBH93|conf/cikm/BohmA94|conf/icde/GrabsBS01|conf/adl/Bohm00|conf/dl/BohmAN94
Klemens Hemm,conf/coopis/AbererH96
Kn. I. Kilov,journals/sigmod/KilovP81
Knut Hinkelmann,journals/expert/AbeckerBHKS98
Knut M. Wittkowski,conf/ssdbm/Wittkowski88
Knuth Stener Grimsrud,journals/tkde/GrimsrudAN93
Koen Hendrikx,journals/sigmod/ForteHWDCVHFS99
Koen Holtman,conf/dolap/HoltmanSW99|conf/ideas/HoltmanSW98
Kofi Fynn,conf/sigmod/BressanGFJHKLMPQSS97
Kohei Noshita,journals/siamcomp/Noshita82
Kohji Shibano,conf/ssdbm/ShibanoS83
Koichi Fukunaga,conf/oopsla/FukunagaH86
Koichi Furukawa,conf/slp/KitakamiKMF84|conf/slp/MiyachiKKFTY84|conf/iclp/FuchiF86|conf/fgcs/FurukawaTKYOU84
Koichi Kashiwabara,conf/dasfaa/KawakamiNKH89
Koichi Takeda 0002,conf/dasfaa/Takeda91|conf/nf2/Takeda87
Koichi Tsukigi,journals/debu/TsukigiH83
Koichi Yamaguchi,conf/sigmod/YamaguchiM74
Koji Eguchi,conf/dasfaa/EguchiIKK99
Koji Izawa,journals/debu/Izawa84
Koji Okada,conf/icse/FutatsugiGMO87
Koji Yamaguchi,conf/mm/ImaiYM94
Kok Meng Pua,conf/dl/LiGGP96
Kok-Phuang Tan,journals/ipl/AngT95|conf/adc/AngT94
Koki Kato,conf/icde/IshikawaKOYKK98|conf/icde/IshikawaKOYKK96|conf/icde/IshikawaKNKOYK99|conf/ride/IshikawaK01
Kokichi Futatsugi,conf/popl/FutatsugiGJM85|conf/icse/FutatsugiGMO87
Kokou Yétongnon,conf/er/ParentRYS89|conf/dasfaa/SavonnetTY99|journals/lncs/AnderssonDSYTY93|conf/ride/AnderssonDSYTY93
Konrad Froitzheim,conf/mm/WolfFS95
Konrad H. Quitzow,journals/is/QuitzowK80
Konrad K. Lai,conf/asplos/PollackCHKLR82
Konrad Schwarz,conf/sigmod/KuhnTS94
Konrad Slind,journals/tocs/JoyceLSU87
Konrad Zirm,journals/sigmod/KramerNKRLKLZ97
Konstantin V. Shvachko,conf/icdt/PinchukS92
Konstantin Zinchenko,conf/adbis/IsmailovaZ97
Konstantinos F. Sagonas,conf/deductive/SagonasSW93
Konstantinos P. Triantis,journals/dpd/EgyhazyTB96|journals/cj/EgyhazyT88
Konstantinos Sagonas,conf/sigmod/SagonasSW94|conf/iclp/RamakrishnanRSSW95
Konstantinos Stathatos,conf/icde/StathatosKRB96|conf/vldb/StathatosRB97
Koos Rommelse,journals/cacm/HeckermanBR95
Koral Ilgun,journals/tse/IlgunKP95
Kornél Szabó,conf/icde/PajarolaOSSW98
Kostas Kontogiannis,conf/coopis/MylopoulosGKS96
Kostas Stergiou 0001,conf/aaai/StergiouK98
Kostas Tzeras,conf/icde/TzerasP99|conf/sigir/TzerasH93
Kostoula Papakonstantinou,conf/pods/KarabegKPV87
Kotagiri Ramamohanarao,journals/tkde/Sacks-DavisKRTZ95|journals/tkde/KempR98|journals/tods/Sacks-DavisK87|journals/tods/RamamohanaraoL83|journals/tods/ZobelMR98|journals/tods/RamamohanaraoS84|journals/vldb/VaghaniRKSSLH94|journals/vldb/HarrisR96|journals/vldb/RamamohanaraoH94|conf/icde/VaghaniRKSS91|conf/pods/BaileyDR98|conf/dasfaa/RamamohanaraoSS89|conf/dasfaa/Ramamohanarao91|conf/dasfaa/KempCHHRS97|conf/icdt/BaileyDR97|conf/icdt/PangRD99|conf/icdt/BaileyCRS97|conf/edbt/SomogyiKHR94|conf/vldb/KentSR88|conf/vldb/ThomRN86|conf/vldb/KempRS90|journals/jlp/BalbinR87|journals/jlp/BalbinPRM91|journals/debu/RamamohanaraoSBPNTZD87|journals/bit/RamamohanaraoSS90|journals/bit/RamamohanaraoS85|journals/bit/LloydR82|journals/sigmod/ZobelMR96|journals/is/Sacks-DavisR83|journals/cj/RamamohanaraoL82|conf/slp/KempRBM89|conf/deductive/VaghaniRKSS90|conf/deductive/KempR94|conf/rules/BaileyGKKR95|conf/iclp/HarlandR93|conf/iclp/RamamohanaraoS87|conf/iclp/NaishTR87|conf/iclp/RamamohanaraoS86|conf/adc/HarrisR94|conf/adc/KempR94|conf/ds/DongR92|conf/future/HarlandR92|conf/dood/Ramamohanarao93|conf/dood/DongR97|conf/dood/KempRS95
Kotcherlakota V. Bapa Rao,conf/oodbs/RaoGR88
Kothuri Venkata Ravi Kanth,conf/sigmod/KanthRSB99|conf/sigmod/KanthAS98|conf/icdt/KanthS99|journals/ipl/KanthS98|conf/adl/ChengDNPKWAAFSSS97
Kouichi Ono,conf/ma/MilojicicBBCCFKLOOTVW98
Kouichi Yasutake,conf/vldb/SumiyaYTSI95
Kourosh Gharachorloo,journals/computer/AdveG96|conf/isca/BarrosoGB98|conf/isca/KuskinOHHSGCNBHGRH94|conf/isca/LoBEGLP98|conf/isca/GharachorlooLLGGH90|conf/asplos/RanganathanGAB98
Kousha Etessami,conf/pods/Etessami98|journals/jcss/Etessami97|conf/lics/EtessamiI95
Kowtha Murthy,conf/pods/MurthyKK83
Kozo Ishihara,conf/icde/TanakaYI88
Kriengkrai Porkaew,journals/tkde/OrtegaRCPMH98
Kris Cardinaels,journals/sigmod/ForteHWDCVHFS99
Kris Stewart,journals/tc/LongCS89
Krishan K. Sabnani,journals/monet/PortaSG96
Krishna B. Kumar,conf/vldb/DeWittGGHKM86
Krishna Bharat,journals/csys/RiggsWWB96|journals/cn/BharatB98|journals/cn/MillerB98|journals/cn/BharatBHKV98|journals/cn/BharatB99|conf/sigir/BharatH98
Krishna G. Kulkarni,journals/sigmod/SnodgrassAABCDEGJKKKLLRSSS94|journals/sigmod/SnodgrassAABCDEGJKKKLLRSSS94a|conf/sigmod/Kulkarni94
Krishna Kant 0001,journals/tc/KantR90
Krishna Kumar,conf/ijcai/KumarM87
Krishna Milkilineni,conf/ssdbm/SuM81
Krishna P. Belkhale,conf/icpp/BelkhaleB90
Krishna P. Mikkilineni,conf/icde/SuMLC86|conf/icde/LuMR87|conf/sigmod/RichardsonLM87|conf/vldb/SuM82|journals/tse/MikkilineniS88|journals/tse/MikkilineniCS88
Krishna R. Pattipati,conf/icde/WolfIPT91|conf/sigmetrics/TurekWPYW92|conf/icdcs/PattipatiW90
Krishna Saraswat,conf/icde/AgarwalKWS95
Krishna V. Palem,conf/stoc/MuthukrishnanP94
Krishnakumar R. Nair,conf/icde/AslandoganTYLN95
Krishnakumar Ramanujam,journals/datamine/BhandariCPPPR97
Krishnamurthi Kannan,journals/tc/BanerjeeHK79|conf/isca/Kannan78
Krishnamurthy Meenakshi,journals/jlp/BalbinPRM91|conf/slp/KempRBM89
Krishnaprasad Thirunarayan,journals/ai/ThirunarayanK93|conf/icalp/RameshVKR87|conf/ijcai/KrishnaprasadKW89
Krista Lagus,conf/kdd/LagusHKK96
Kristen M. Kelleher,journals/computer/PrattZK95
Kristian G. Olesen,conf/ijcai/AndersenOJJ89
Kristian J. Hammond,conf/aaai/Hammond86|conf/aaai/Hammond83
Kristian Sandahl,journals/spe/LindvallS96
Kristian Torp,journals/tkde/TorpMJ98|journals/vldb/TorpJS00|conf/dasfaa/TorpJB97
Kristian de Lichtenberg,conf/stoc/HolmLT98
Kristin P. Bennett,conf/kdd/BennettFG99
Kristin Tufte,journals/debu/DeshpandeNRSTZ97|conf/icde/ZhaoRTN98|conf/sigmod/PatelYKTNBHRLEKGDN97|conf/vldb/ShanmugasundaramGTZDN99
Kristofer S. J. Pister,conf/mobicom/KahnKP99
Krithi Ramamritham,journals/debu/ChrysanthisR93|journals/sigmod/SnodgrassHMOPRRWY98|journals/dr/Ramamritham00|journals/dr/Ramamritham00b|journals/dr/Ramamritham00a|journals/dr/Ramamritham00c|journals/tkde/RamamrithamP95|journals/tods/BadrinathR92|journals/tods/ChrysanthisR94|journals/vldb/SivasankaranSTPR96|journals/vldb/RamamrithamC96|conf/icde/KamathR93|conf/icde/BadrinathR87|conf/icde/MartinR97|conf/icde/KamathR98|conf/sigmod/GuptaHR97|conf/sigmod/ChrysanthisRR91|conf/sigmod/MoleskyR95|conf/sigmod/ShanmugasundaramNSR99|conf/sigmod/BilirisDGJR94|conf/sigmod/ChrysanthisR90|conf/sigmod/BadrinathR90|conf/dasfaa/KamathRT95|conf/pdis/PurimetlaSSRT94|conf/vldb/HuangSRT91|conf/vldb/ChrysanthisR91|conf/vldb/DattaRT99|journals/rts/HuangSRTP92|journals/sigmod/RamamrithamSSTX96|journals/tc/BadrinathR88|journals/tc/ZhaoRS87|journals/tc/StankovicRC85|journals/tse/ZhaoRS87|journals/tse/ZhaoR87|journals/dpd/Ramamritham93|conf/comad/ChrysanthisR94|conf/rtss/HuangSRT91|conf/rtss/HuangSTR89|conf/icdcs/VinterRS86|conf/sigir/KamathR96|conf/oodbs/RamamrithamC92|conf/rtdb/XiongSRTS96
Krys J. Kochut,conf/vldb/ShethKMWDLPLS96|journals/ijcs/MillerKPUK91|journals/jiis/MillerPSKS98
Krzysztof Goczyla,conf/adbis/Goczyla99
Krzysztof Koperski,conf/sigmod/HanKS97|conf/sigmod/HanFWCZK96|conf/kdd/HanFWCGKLLRSXZ96|conf/pakdd/HanSK98|conf/ssd/KoperskiH95|conf/dmkd/KoperskiAH96
Krzysztof Krajewski,conf/ddss/StaniszkisKKKMT84
Krzysztof R. Apt,conf/pods/AptP87|journals/jlp/AptB94|journals/tcs/BolAK91|journals/jacm/AptE82|journals/toplas/AptFR80|conf/iclp/AptBK89|conf/iclp/AptB90|conf/iclp/AptB88
Kshitij Shah,journals/sigmod/ShethBS99|conf/caise/ShklarSKS95|conf/adl/ShahS98|conf/ds/ShethSPM99
Kuan-Tsae Huang,journals/tois/WhangABHHHKKSSWZ87
Kuen-Fang Jack Jea,journals/is/JeaL90
Kuhanandha Mahalingam,journals/computer/MahalingamH97
Kui W. Mok,conf/pdis/DewanHMS94|conf/kdd/LeeSM98|conf/pdis/WolfsonZBKM93
Kuldeep Kumar,journals/cacm/FraserKV94
Kum-Yew Lai,journals/tois/LaiMY88|journals/tois/MaloneGLRR87
Kumar Brahnmath,conf/pos/HoskingNCB98|conf/pos/BrahnmathNHC98
Kumar Ramaiyer,conf/wads/CallahanGR95
Kumar V. Vadaparty,journals/tkde/VadapartyN95|conf/sigmod/ImielinskiNV91|conf/sigmod/VadapartyAO93|conf/pods/Vadaparty91|conf/pods/ImielinskiV89|conf/ssdbm/OzsoyogluOV94|journals/jlp/Vadaparty94|journals/jcss/ImielinskiMV95|conf/dood/ImielinskiNV91
Kumiyo Nakakoji,conf/aaai/FischerN91
Kun-Lung Wu,journals/tkde/ChenYW96|journals/tkde/MerchantWYC96|journals/tkde/WuYP97|conf/icde/WuYT94|conf/icde/WuYP92|conf/icde/ChenYW92|conf/icde/WuYC96|conf/icde/WuYC93|conf/vldb/WuYCT95|journals/tc/WuF90|journals/dpd/PuHKWY95|journals/ibmsj/WuYB98|conf/sigmetrics/WuYT93|conf/sigmetrics/MerchantWYC92|conf/icdcs/PuHKWY93
Kuniaki Uehara,conf/dasfaa/CarlosKHU99|conf/amcp/CarlosU98|conf/fodo/KajiU98
Kunihiko Hiraishi,conf/lp/ShintaniKHT86
Kunihiko Kaneko,conf/icde/YuKBM96|conf/er/WangHKKM98|conf/dasfaa/KanekoKM93|conf/dasfaa/WangHKM99|conf/dexaw/WangMK97|conf/future/KanekoKM92
Kunihiko Moriya,conf/vldb/ArisawaMM83|journals/dke/MiuraM92|journals/is/MiuraMA87
Kunihiko Sadakane,conf/er/SadakaneI98|conf/dcc/Sadakane98
Kuniji Itakura,conf/iwdm/NakamuraMMIS87
Kunikazu Yoda,conf/vldb/MorimotoFMTY98|conf/kdd/YodaFMMT97
Kunio Murakami,conf/pods/YokotaKKMSM84|journals/ngc/ShibayamaKMYM84|conf/iwdm/KakutaMSYM85|conf/fgcs/MurakamiKO84|conf/fgcs/SakaiIKATSM84|conf/fgcs/ShibayamaKMYM84|conf/isca/MurakamiKMSY83
Kunio Teramoto,conf/icde/OkiTOM96
Kunitoshi Tsuruoka,conf/dasfaa/KimuraT91
Kunsoo Park,journals/jcss/AmirFGBP94
Kuo Chi Lee,conf/sigmod/HermanGLW87|journals/cacm/BowenGHHLMRW92|conf/ride/CochinwalaLMY93
Kuo Chu Lee,journals/computer/LeeMS93
Kuo Wenyin,conf/caise/SaekiW94
Kuo-Chung Tai,journals/jacm/Tai79|journals/is/TaiT81|journals/spe/TharpT82
Kuo-Qin Yan,journals/tkde/YanCW92
Kuo-Wei Hwang,conf/icde/SrivastavaHT90
Kuorong Chiang,journals/jiis/ChuYCMCL96|journals/cacm/ChuCHY96|conf/kdd/ChuC94
Kurt A. Shoens,conf/icde/SchwarzS94|conf/sigmod/RoweS82|conf/sigmod/TomasicGS94|conf/sigmod/RoweS79|conf/sigmod/LuniewskiSSST93|conf/vldb/SoensLSST93|journals/debu/Shoens86|journals/tse/RoweS83|conf/sigir/ShoensTG94
Kurt D. Bollacker,journals/computer/LawrenceGB99
Kurt Engel,journals/vldb/HansonCDERTX98
Kurt Godden,journals/tois/HafnerG85
Kurt Konolige,journals/ai/Konolige88|conf/aaai/Konolige82|conf/ijcai/Konolige87|conf/ijcai/Konolige89|conf/ijcai/Konolige83
Kurt Lautenbach,journals/tcs/GenrichL81|conf/ac/GenrichLT75|conf/mfcs/GenrichL78
Kurt Maly,journals/tkde/DuGMS89|conf/icde/DuGMS87|conf/dl/NelsonMS97|journals/cacm/Maly76|conf/ifip/MalyK80
Kurt Mehlhorn,journals/acta/Mehlhorn75|journals/acta/HuddlestonM82|journals/algorithmica/MehlhornN90|journals/csr/McConnellMNS11|journals/iandc/WoodEZM82|journals/siamcomp/Mehlhorn79|conf/cav/AlkassarBMR11|conf/focs/DietzfelbingerKMHRT88|conf/mfcs/MehlhornN89|conf/fct/HertelM83
Kurt P. Brown,conf/sigmod/BrownCL96|conf/vldb/BrownCL93|conf/vldb/BrownMCL94|conf/hpts/BrownCL93
Kurt Reinhardt,conf/icde/GeJLRS88|conf/edbt/JohannsenLRS88
Kurt Rothermel,journals/tods/RothermelP93|journals/vldb/HarderR93|conf/sigmod/HarderR87|conf/vldb/RothermelM89|conf/icdcs/RothermelW84
Kurt Stenzel,conf/fase/BalserRSST00
Kutluhan Erol,journals/mms/AdaliCCES96
Kwan Y. Wong,journals/ibmrd/WongCW82
Kwang June Byeon,conf/adc/LiBM90
Kwang-I Yu,conf/icde/YuHO84
Kwangkeun Yi,conf/popl/YiH93
Kwei-Jay Lin,conf/icde/NakazatoL91|journals/sigmod/LinL88|journals/computer/LiuLSYCZ91|journals/computer/KennyL91|journals/tc/HanLH96|journals/tc/ChungLL90|conf/srds/VrbskyL88
Kweku Ewusi-Mensah,journals/is/Ewusi-Mensah84
Kwok Kee Wei,journals/sigmod/LuCW93
Kwok-Wa Lam,conf/icde/LamSH97
Kwong-Sak Leung,journals/computer/LeungL88|journals/dke/LeungWL89|journals/is/WongL90
Kyhyun Um,conf/dasfaa/LimUP91
Kyle Buza,conf/sigmod/BonnetBCCCHKMMOSS99
Kyle Hart,conf/vldb/BunemanDHOW95
Kyle Peltonen,conf/icde/Peltonen97
Kyoji Hirata,conf/icde/HaraHTK96|conf/sigmod/LiCHH97|conf/sigmod/LiVCAHMWBCHIKSS99|conf/edbt/HirataK92|conf/vldb/LiCHH97|journals/tapos/HirataMLOH98|conf/ht/HirataHTK96|conf/ht/HirataHSH93
Kyoji Kawagoe,conf/sigmod/Kawagoe85|conf/vldb/ShoshaniK86|journals/sigmod/Kawagoe91
Kyu Ho Park,journals/ipl/KimPK89
Kyu-Young Whang,journals/tods/WhangVT90|journals/tods/WhangK90|journals/vldb/WhangKW94|conf/icde/Whang89|conf/icde/WhangB88|conf/icde/WhangMSB90|conf/dasfaa/KimCLW95|conf/dasfaa/ChoLWY97|conf/dasfaa/KeumCHKW95|conf/dasfaa/WhangK91|conf/vldb/WhangN87|conf/vldb/WhangWS81|conf/vldb/LeeLWS97|conf/vldb/WhangWS82|journals/tc/WhangWS84|journals/tois/WhangABHHHKKSSWZ87|journals/tse/WhangMSBC92|journals/cacm/WhangWS83|journals/dke/SockutBMW93|journals/is/AstrahanSW87|journals/is/Whang85|journals/is/ChoPWS96|conf/fodo/Whang85
Kyuchul Lee,conf/icde/LeeL90|conf/er/RyuKLL98|conf/dasfaa/RyuL97|journals/mta/LeeLB97
Kyung-Chang Kim,conf/icde/Kim90|conf/icde/KimKD89|conf/icde/BanerjeeKK88|conf/er/KimKWD88|conf/dasfaa/ChoK93|conf/dasfaa/Kim91
Kyungcheol Sohn,conf/dasfaa/SohnM97
Kyungwol Kim,conf/er/OhsawaK98
Kyuseok Shim,journals/debu/ChaudhuriS95|journals/tods/ChaudhuriS99|journals/vldb/IoannidisNSS97|conf/widm/GarofalakisRSS99|conf/icde/ChaudhuriKPS95|conf/icde/RastogiS98|conf/icde/GuhaRS99|conf/icde/ShimSA97|conf/icde/RastogiS99|conf/sigmod/GarofalakisGRSS00|conf/sigmod/NatsevRS99|conf/sigmod/GuhaRS98|conf/sigmod/RamaswamyRS00|conf/edbt/ChaudhuriS96|conf/vldb/ChakrabartiGRS00|conf/vldb/GarofalakisRS99|conf/vldb/ChaudhuriS93|conf/vldb/AgrawalLSS95|conf/vldb/RastogiS98|conf/vldb/ChaudhuriS94|conf/vldb/ChaudhuriS96|conf/vldb/IoannidisNSS92|journals/dke/ShimSN94|conf/kdd/BrinRS99|conf/kdd/AgrawalS96|conf/gis/KuperRSS98
Kären Wieckert,conf/aaai/DavisSHWSP82
Kô Sakai,journals/jsc/SakaiA89|conf/iclp/TakagiYUKHCST84
L. A. Gusev,journals/ins/GusevPT89
L. A. Klimko,journals/siamcomp/CoffmanKR72
L. A. Wehr,journals/cacm/CanadayHIRW74
L. Aguilar,conf/vldb/LumGSTJSFTYRKNSABJ79|journals/computer/PoggioGCMAWH85
L. Alfò,conf/edbt/AlbanoACO88
L. Berkovich,conf/sigmod/ChuMB93
L. C. Dennis,conf/ssdbm/EhlmannRD92
L. C. West,journals/computer/West87
L. Colussi,journals/toplas/Colussi84
L. Cormell,conf/ssdbm/GrossmanQVXDLMQMLMPBCLLNSS94
L. Douglas Baker,conf/sigir/BakerM98
L. E. Price,conf/ssdbm/GrossmanQVXDLMQMLMPBCLLNSS94
L. Edwin McKenzie,journals/tkde/SnodgrassGM93|journals/csur/McKenzieS91|conf/sigmod/McKenzieS87|journals/sigmod/McKenzie86|journals/is/McKenzieS90
L. F. G. G. M. Ridolfi,conf/er/CasanovaCRL91|journals/is/LaenderCCR94
L. Furlani,conf/er/BatiniFN85
L. H. Yeo,conf/dasfaa/LaiZMY95|conf/icdcs/YeoZ94
L. J. Brown,journals/tapos/BrownCDRT98
L. J. Campbell,journals/dke/CampbellHP96
L. J. Dekeyser,journals/sigmod/BolourADW82|journals/is/BolourD83
L. J. Hwang,journals/iandc/BurchCMDH92
L. Maugis,conf/sigmod/AnwarMC93
L. Miller,journals/sigmod/ScholermanMTTZ93
L. Morris,conf/popl/GordonMMNW78
L. Nancy Garrett,conf/ht/CatlinGL91
L. O. Brooks,conf/vldb/NahouraiiBC76
L. Papadopoulos,conf/trec/KwokPK92
L. Paul Chew,conf/soda/ArkinCHKM90
L. Peter Deutsch,journals/cacm/DeutschB76
L. Robert Pokorny,conf/ride/DavulcuKPRRD99
L. S. Lee,journals/cj/SmithLH83
L. S. Lian,conf/fodo/ChangL85
L. S. Schneider,conf/sigmod/Schneider76|conf/sigmod/SchneiderS75|conf/vldb/SpathS77
L. Schnetgöke,conf/pods/BiskupBSK86
L. Silva,conf/er/TeichroewGS81
L. Sinos,conf/vdb/DalamagasSS98
L. Sitzmann,conf/ssdbm/KampSW97
L. Suardi,conf/icde/SuardiRL93
L. T. de Albuquerque,conf/vldb/QuintellaGOAL79
L. Thorne McCarty,journals/jlp/McCarty88a|journals/jlp/McCarty88
L. Treille,conf/vldb/BihanELLGST80|conf/ddb/BihanELT80
L. Van Beirendonck,conf/caise/AhlsenDJLLRRSTBCSVVV91
L. Van Cadsand,conf/caise/AhlsenDJLLRRSTBCSVVV91
L. Van Warren,conf/sosp/JeffersonBWBLHLSTWWYB87
L. Zhang,conf/icde/BelfordLCCEGHKKLMMSYZRL84|conf/icde/BelfordLHHKKKLMNNQRYZ86
L. Ümit Yalçinalp,conf/meta/YalcinalpS88|conf/ijcai/SterlingY89
Ladjel Bellatreche,conf/er/BellatrecheKL98|conf/dexa/BellatrecheKS97|conf/dexa/BellatrecheKB98|conf/oois/BellatrecheKL98
Lai-Fun Mun,conf/pricai/LiuWMQ98
Lajos Rónyai,conf/mfdbs/DemetrovicsRS91|conf/icdt/DemetrovicsRS92
Laks V. S. Lakshmanan,journals/tods/LakshmananLRS97|conf/icde/LakshmananM95|conf/icde/LakshmananM92|conf/icde/LakshmananSGK98|conf/sigmod/NgLHP98|conf/sigmod/GingrasLSPS97|conf/sigmod/NgLHM99|conf/sigmod/LakshmananNHP99|conf/sigmod/JagadishLMSV99|conf/sigmod/JagadishLS99|conf/pods/GyssensLS96|conf/pods/LakshmananH91|conf/icdt/KungNLH01|conf/edbt/Amer-YahiaJLS00|conf/vldb/LakshmananSS96|conf/vldb/LakshmananSS99|conf/vldb/LakshmananJN00|conf/vldb/GingrasL98|conf/vldb/GyssensL97|conf/vldb/JagadishLS99|journals/jlp/LakshmananSS97|conf/slp/JamilL95|conf/slp/LakshmananS94|conf/icde/GrahneLW00|conf/dexa/LakshmananS94|conf/iclp/DongL92|conf/ride/LakshmananSS96|conf/fsttcs/Lakshmanan94|conf/dood/LakshmananSS93
Lalit M. Patnaik,journals/tkde/SrinivasP96|conf/icdt/HansdahP86|journals/computer/SrinivasP94
Lalita Jategaonkar,conf/lfp/JategaonkarM88
Lam-for Kwok,conf/ccs/AndersonLK94
Lambert G. L. T. Meertens,journals/acta/WijngaardenMPKSLMF75
Lambertus Hesselink,journals/computer/HelmanH89
Lan Huang,conf/icde/HansonCHKNPPV99
Lance A. Miller,journals/ibmsj/HeidornJMBC82
Lance J. Hoffman,journals/csur/Hoffman69|journals/cacm/FriedmanH74|conf/sp/FriedmanH80
Lance M.-T. Lan,journals/tc/ChuL87
Lara D. Catledge,journals/cn/CatledgeP95
Lara Winstone,conf/ride/KamberWGH97
Larissa Ismailova,conf/adbis/IsmailovaZ97
Larry A. Rendell,journals/ai/Rendell83|journals/ml/Rendell86|journals/ml/RendellC90|conf/aaai/KiraR92|conf/icml/RagavanR93
Larry Berke,conf/sigmod/CohenLB93
Larry Carter,journals/algorithmica/AlpernCFS94|journals/jcss/CarterW79|journals/tse/BlackHJLC87|conf/focs/AlpernCF90|conf/mfcs/MakowskyCW78|conf/stoc/CarterFGMW78|conf/stoc/CarterW77
Larry Clay,journals/tkde/BoralACCDFHSV90
Larry Denenberg,journals/iandc/DenenbergGS86
Larry E. Stanfel,journals/jacm/Stanfel70
Larry Fujitani,journals/cacm/Fujitani84
Larry Harada,journals/jiis/KuokkaH96
Larry J. Eshelman,journals/ijmms/EshelmanEMT87
Larry J. Stockmeyer,journals/tc/OttmannRS82|journals/tcs/Stockmeyer76|journals/tcs/GareyJS76|journals/jacm/RosenbergS77|journals/jacm/DolevDS87|journals/jacm/ChandraKS81|journals/iandc/FaginSV95|journals/siamcomp/DworkKS88|journals/siamcomp/ChandraSV84|journals/siamcomp/StockmeyerV84|journals/siamcomp/StockmeyerW79|conf/focs/ChandraS76|conf/cade/DworkCKS86|conf/podc/DworkLS84|conf/stoc/VardiS85|conf/stoc/PrattRS74|conf/stoc/StockmeyerM73
Larry Kerschberg,journals/debu/SeligmanK92|journals/tkde/YoonK93|journals/tods/KerschbergTY82|conf/icde/Kerschberg89|conf/er/KerschbergBH89|conf/er/KerschbergBDWYHEU90|conf/sigmod/ShepherdK84|conf/sigmod/FurtadoK77|conf/ssdbm/MilaskGHKM97|conf/ssdbm/KerschbergGMY96|conf/ssdbm/MasseyKM97|conf/ssdbm/ZeebergWGOKM98|conf/vldb/KerschbergKT76|journals/jiis/MichalskiKKR92|journals/sigmod/WeisharK91|journals/cacm/WeitzelK89|journals/is/Kerschberg90|conf/acm/MuthuswamyK85|conf/ifip/GomaaKS92|conf/eds/ShepherdK84|conf/ds/PotterK86|conf/icse/KerschbergOP76|conf/ride/SeligmanK93|conf/dood/YoonK93
Larry L. Constantine,journals/ibmsj/StevensMC74
Larry L. Kinney,conf/icdcs/ChanBHKL84
Larry L. Peterson,journals/tocs/PetersonBS89|journals/tocs/Peterson88|journals/tocs/ComerP86|journals/dc/ComerP89|conf/sosp/DruschelP93
Larry M. Augustin,journals/tse/LuckhamKAVBM95
Larry M. Hines,conf/cade/BledsoeH80
Larry M. Stephens,journals/tkde/StephensC96|journals/tkde/SinghHS93|conf/ijcai/HuhnsS89
Larry Masinter,journals/cacm/RaoPHMCMHR95|journals/rfc/rfc1738|conf/oopsla/BobrowKKMSZ86
Larry McGowan,conf/berkeley/PlinerMS77
Larry Press,journals/cacm/Press90a|journals/cacm/Press94|journals/cacm/Press92a|journals/cacm/Press92b
Larry R. Harris,conf/vldb/Harris77
Larry R. Tieman,conf/ddss/BreitbartT84
Larry Raab,conf/pods/JohnsonR91
Larry Rudolph,journals/algorithmica/KarlinMRS88|journals/tc/GottliebGKMRS83
Larry S. Davis,journals/ai/DavisR81|journals/is/DavisR80|conf/db-workshops/DavisK79
Larry Stead,conf/chi/HillSRF95
Larry Travis,conf/vldb/KelloggKT76|conf/vldb/KelloggOT86|conf/adbt/KelloggKT77|conf/adbt/KelloggT79
Larry V. Johnson,conf/icdcs/JacobsJK84
Larry W. McVoy,conf/usenix/McVoyK91
Lars Arge,conf/pods/ArgeSV99|conf/pods/AgarwalAEFV98|conf/pods/AgarwalAE00|conf/edbt/ArgePRSVV00|conf/vldb/ArgePRSV98|conf/soda/ArgePRSV98|conf/focs/ArgeV96|conf/esa/ArgeVV95|conf/wads/ArgeKL93|conf/wads/Arge95|conf/stoc/ArgeFGV97
Lars Bækgaard,journals/tkde/BaekgaardM97|journals/tkde/BaekgaardM95|journals/tods/BaekgaardM95|conf/dolap/Bakgaard99|conf/er/Baekgaard97
Lars Degerstedt,conf/slp/BolD93
Lars Nordbäck,conf/ssdbm/Nordback83
Lars Rohrberg,conf/kdd/ClearDHHLMMRSWX99
